"nick_name","age","gender","academic_study","ip_address"
115,"56-60","Female","Graduate Degree",1
423,"26-30","Female","Graduate Degree",1
600,"26-30","Male","Undergraduate Degree",1
356,"46-50","Female","Undergraduate Degree",1
711,"51-55","Female","Some Undergraduate Courses",1
463,"41-45","Male","Some Undergraduate Courses",1
294,"31-35","Male","Graduate Degree",1
543,"31-35","Female","Undergraduate Degree",1
383,"31-35","Male","Graduate Degree",1
589,"31-35","Female","Undergraduate Degree",1
348,"31-35","Male","Some Graduate Courses",1
654,"41-45","Female","Undergraduate Degree",1
215,"18-25","Male","Undergraduate Degree",1
619,"51-55","Male","Some Undergraduate Courses",1
510,"46-50","Male","Some Undergraduate Courses",1
457,"31-35","Female","High School or Less",1
110,"26-30","Female","Undergraduate Degree",1
105,"41-45","Female","Graduate Degree",1
338,"26-30","Male","Graduate Degree",1
677,"46-50","Female","Graduate Degree",1
229,"36-40","Female","Graduate Degree",1
652,"31-35","Female","Some Graduate Courses",1
407,"56-60","Male","Some Graduate Courses",1
561,"41-45","Male","Undergraduate Degree",1
722,"31-35","Male","Graduate Degree",1
399,"Over 60","Male","Some Undergraduate Courses",1
296,"18-25","Female","Some Undergraduate Courses",1
262,"26-30","Male","Some Graduate Courses",1
237,"41-45","Female","Undergraduate Degree",1
376,"26-30","Female","Some Undergraduate Courses",1
380,"36-40","Male","Undergraduate Degree",1
337,"36-40","Female","High School or Less",1
531,"31-35","Male","Undergraduate Degree",1
716,"26-30","Male","Graduate Degree",1
197,"36-40","Male","Graduate Degree",1
334,"31-35","Male","Graduate Degree",1
538,"26-30","Male","Undergraduate Degree",1
315,"18-25","Male","Undergraduate Degree",1
400,"46-50","Male","Undergraduate Degree",1
326,"26-30","Female","Graduate Degree",1
702,"26-30","Male","Graduate Degree",1
744,"36-40","","Graduate Degree",1
339,"36-40","Male","Graduate Degree",1
479,"51-55","Female","Some Graduate Courses",1
138,"26-30","Female","Undergraduate Degree",1
349,"56-60","Female","Undergraduate Degree",1
683,"41-45","Female","Some Undergraduate Courses",1
566,"26-30","Male","Graduate Degree",1
691,"26-30","Male","Undergraduate Degree",1
283,"18-25","Female","Graduate Degree",1
588,"41-45","Female","Graduate Degree",1
235,"41-45","Male","Some Graduate Courses",1
551,"18-25","Female","Undergraduate Degree",1
344,"56-60","Female","Undergraduate Degree",1
310,"26-30","Male","Some Undergraduate Courses",1
109,"18-25","Male","Some Graduate Courses",1
280,"18-25","Male","Some Undergraduate Courses",1
3,"Over 60","Female","Some Undergraduate Courses",1
508,"41-45","Male","Undergraduate Degree",1
223,"36-40","Male","Some Undergraduate Courses",1
193,"18-25","Male","Some Undergraduate Courses",1
730,"41-45","Female","Undergraduate Degree",1
96,"18-25","Female","Undergraduate Degree",1
70,"18-25","Female","Undergraduate Degree",1
503,"31-35","Female","Some Undergraduate Courses",1
332,"51-55","Male","Undergraduate Degree",1
195,"26-30","Female","Some Graduate Courses",1
746,"31-35","Female","Undergraduate Degree",1
592,"Over 60","Female","Undergraduate Degree",1
58,"26-30","Male","Undergraduate Degree",1
199,"26-30","Male","Some Undergraduate Courses",1
277,"41-45","Female","",1
681,"51-55","Male","Undergraduate Degree",1
539,"41-45","Male","Graduate Degree",1
644,"31-35","Female","Graduate Degree",1
738,"41-45","Female","Undergraduate Degree",1
266,"36-40","Male","Some Undergraduate Courses",1
676,"26-30","Female","Undergraduate Degree",1
755,"26-30","Female","Some Graduate Courses",1
405,"56-60","Male","Undergraduate Degree",1
252,"46-50","Female","Undergraduate Degree",1
670,"26-30","Male","Some Graduate Courses",1
384,"36-40","Female","Undergraduate Degree",1
116,"36-40","Female","Some Undergraduate Courses",1
377,"36-40","Female","Some Graduate Courses",1
516,"18-25","Female","Some Undergraduate Courses",1
7,"18-25","Female","Some Undergraduate Courses",1
721,"18-25","Male","High School or Less",1
231,"26-30","Female","Some Undergraduate Courses",1
686,"36-40","Female","Graduate Degree",1
552,"18-25","Male","High School or Less",1
497,"51-55","Female","High School or Less",1
102,"36-40","Male","Undergraduate Degree",1
168,"31-35","Male","Undergraduate Degree",1
414,"18-25","Male","Some Undergraduate Courses",1
388,"31-35","Male","Undergraduate Degree",1
343,"31-35","Female","Undergraduate Degree",1
685,"26-30","Female","Some Undergraduate Courses",1
756,"31-35","Female","Graduate Degree",1
491,"36-40","Male","Graduate Degree",1
318,"26-30","Male","Undergraduate Degree",1
427,"31-35","Female","Some Undergraduate Courses",1
261,"18-25","Male","Undergraduate Degree",1
